Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.101-192.168.56.102-53-11893-17,192.168.56.102,11893,192.168.56.101,53,17,04/02/2026 04:32:58 pm,44800132,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183032228565755,861540.9999999999,11446.215297094996,885178.0,812454.0,43933602.0,861443.1764705882,11538.136689614796,885178.0,812454.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1607108657626275,0.0223213628031274,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-48645-6,192.168.56.102,48645,192.168.56.101,80,6,04/02/2026 04:28:56 pm,38267321,35,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4111256965179244,722024.9245283019,1085590.8239239843,4079529.0,5.0,36556076.0,1075178.705882353,1189394.3388146232,4079529.0,63.0,38230197.0,2123899.833333333,1809194.0292353856,7029562.0,454153.0,0,0,0,0,700,452,0.9146185070023584,0.496507189515566,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,35,0,19,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-44830-17,192.168.56.102,44830,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44793340,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1832116113690114,861410.3846153846,15700.253217832897,897007.0,762368.0,43930705.0,861386.3725490196,15855.514131002854,897007.0,762368.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1608868639846903,0.0223247473843209,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-36177-6,192.168.56.102,36177,192.168.56.101,80,6,04/02/2026 04:28:56 pm,42560356,40,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5507389082929663,654774.7076923074,1006804.6671924768,4218154.0,18.0,39862491.0,1022115.153846154,1147814.6007806712,4218154.0,60.0,42473171.0,1698926.84,1179251.2912381694,4252324.0,74326.0,0,0,0,0,800,620,0.939841762601798,0.6108971456911686,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,40,0,26,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-12708-17,192.168.56.102,12708,192.168.56.101,53,17,04/02/2026 04:32:58 pm,44800666,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1830181274537304,861551.2692307689,11622.524843166171,885485.0,810721.0,43933743.0,861445.9411764708,11713.08327027814,885485.0,810721.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1606970307093205,0.02232109674441,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-7304-6,192.168.56.102,7304,192.168.56.101,80,6,04/02/2026 03:49:14 pm,75958693,72,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5666409636616576,643717.7372881353,959263.4426105622,4108100.0,4.0,75952019.0,1069746.7464788726,1167845.6888778673,5352591.0,67.0,75936854.0,1650801.1739130432,1223650.1337383494,4841472.0,224.0,0,0,0,0,1440,1124,0.9478836082658768,0.6187573553957807,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72,0,47,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-22467-6,192.168.56.102,22467,192.168.56.101,80,6,04/02/2026 03:49:15 pm,76640866,78,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565744311918396,644040.8907563025,968755.089788154,4614019.0,13.0,75561721.0,981321.0519480516,1058646.9713356176,4614019.0,51.0,76544252.0,1866932.9756097563,1298276.414469979,5371539.0,257.0,0,0,0,0,1560,1004,1.0177338027469574,0.5480105091714387,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,78,0,42,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-10024-17,192.168.56.102,10024,192.168.56.101,53,17,04/02/2026 04:32:58 pm,44800233,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1830295614757182,861542.9423076921,11930.945976684645,885042.0,803038.0,43932381.0,861419.2352941177,12015.93640393989,885042.0,803038.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1607082489950444,0.0223213124806739,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-59085-6,192.168.56.102,59085,192.168.56.101,80,6,04/02/2026 04:28:55 pm,41155497,48,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9681453488461091,514443.7124999996,738462.9412916008,3783570.0,5.0,40031499.0,851734.0212765955,844368.4790217732,3783570.0,78.0,41086143.0,1283941.96875,940872.7762142252,4435668.0,242.0,0,0,0,0,960,788,1.1663083548717683,0.8018369939743408,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,33,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-53574-6,192.168.56.102,53574,192.168.56.101,80,6,04/02/2026 03:49:14 pm,78074646,56,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1783594894557703,857963.1428571425,1465602.5397210345,7135825.0,5.0,78067880.0,1419416.0000000007,1725832.511539726,7135825.0,66.0,78036477.0,2229613.6285714298,1820642.5317463044,7269536.0,170.0,0,0,0,0,1120,860,0.7172622979295993,0.4610971915261709,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,0,36,0,-1,65535,0,0,11983596.0,4712481.520243519,15980624.0,6651735.0,6100257.25,1110133.9962888488,7135825.0,5021209.0,DoS Attack
192.168.56.101-192.168.56.102-80-49900-6,192.168.56.102,49900,192.168.56.101,80,6,04/02/2026 04:28:54 pm,45947577,48,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.675822862215346,604573.3815789472,883362.7570441486,3761128.0,5.0,45776788.0,973974.2127659572,962412.0306886764,3761128.0,55.0,45945494.0,1640910.5,1592425.8528579387,6456098.0,143.0,0,0,0,0,960,692,1.0446687972251507,0.6311540649901952,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,29,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-48487-6,192.168.56.102,48487,192.168.56.101,80,6,04/02/2026 04:16:30 pm,67209765,68,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6366669337409523,616603.3486238535,827526.7688082875,2596213.0,4.0,64114768.0,956936.8358208956,890539.4529006868,2596213.0,84.0,67118374.0,1637033.512195122,1114344.8262695018,6224253.0,4037.0,0,0,0,0,1360,1004,1.0117577408580434,0.6249091928829091,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,68,0,42,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-28663-6,192.168.56.102,28663,192.168.56.101,80,6,04/02/2026 04:16:28 pm,66408366,60,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4606593392163874,691753.8125,1280794.0104236763,7404963.0,14.0,65287748.0,1106572.0,1491371.5153366553,7404963.0,63.0,66338408.0,1842733.555555556,1602663.670543002,7505491.0,537.0,0,0,0,0,1200,884,0.9035006221957036,0.5571587170206838,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,37,0,-1,65535,0,0,15975047.666666668,9569336.09597789,25235083.0,6123823.0,6137717.333333333,1205856.2532260355,7404963.0,5004439.0,DoS Attack
192.168.56.101-192.168.56.102-80-51245-6,192.168.56.102,51245,192.168.56.101,80,6,04/02/2026 04:16:28 pm,69695675,63,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4491573544556389,696956.75,1066645.0234461944,5274713.0,105.0,69326930.0,1118176.29032258,1176838.636168094,5274713.0,339.0,66611813.0,1800319.2702702703,1347707.446733663,5306441.0,1263.0,0,0,0,0,1260,908,0.9039298349574776,0.5452275194981612,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,63,0,38,0,-1,65535,0,0,45928337.0,0.0,45928337.0,45928337.0,5274713.0,0.0,5274713.0,5274713.0,DoS Attack
192.168.56.101-192.168.56.102-53-53146-17,192.168.56.102,53146,192.168.56.101,53,17,04/02/2026 04:36:19 pm,57146265,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189929035607139,852929.328358209,36270.12212359154,873395.0,599805.0,56389009.0,854378.9242424242,34537.01752359259,873395.0,599805.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,536,8,1.1724300792011515,0.0174989564059873,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,67,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-8566-6,192.168.56.102,8566,192.168.56.101,80,6,04/02/2026 03:49:14 pm,75967355,70,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4348268410819358,703401.4351851852,1147471.9058680574,5380328.0,56.0,75957171.0,1100828.5652173918,1284468.3571492606,5380328.0,519.0,75936808.0,1998337.052631579,1702403.724929849,7411106.0,238.0,0,0,0,0,1400,932,0.9214484300526192,0.5133784110293165,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,70,0,39,0,-1,65535,0,0,27600782.0,0.0,27600782.0,27600782.0,5380328.0,0.0,5380328.0,5380328.0,DoS Attack
192.168.56.101-192.168.56.102-80-8276-6,192.168.56.102,8276,192.168.56.101,80,6,04/02/2026 04:28:53 pm,44310553,47,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8054389887664009,560893.0759493674,824989.9179254001,3374664.0,49.0,42696766.0,928190.5652173914,967810.2651784746,3374664.0,824.0,44204047.0,1381376.4687500002,982913.9338633412,4469356.0,142.0,0,0,0,0,940,788,1.0606954059002605,0.7447435828661403,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47,0,33,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-57496-6,192.168.56.102,57496,192.168.56.101,80,6,04/02/2026 03:49:14 pm,75933860,61,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2774274875529836,790977.7083333331,1136768.6176688815,4557047.0,50.0,73869242.0,1231154.0333333332,1225384.7412633786,4557047.0,160.0,72373473.0,2067813.514285714,1454251.1187295674,7187404.0,169937.0,0,0,0,0,1220,860,0.8033306880487836,0.4740967995042001,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,61,0,36,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-48864-6,192.168.56.102,48864,192.168.56.101,80,6,04/02/2026 03:49:13 pm,79144662,64,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3014143644962437,775928.0588235297,1265994.042942313,5495801.0,33.0,78643071.0,1248302.7142857136,1421731.7751990107,5495801.0,601.0,79084961.0,2081183.184210526,1694767.275784525,6447318.0,359.0,0,0,0,0,1280,932,0.8086458187161125,0.4927685457801311,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,64,0,39,0,-1,65535,0,0,17320395.666666668,8450491.6440592,26981538.0,11303420.0,5261472.666666667,238772.6306726408,5495801.0,5018491.0,DoS Attack
192.168.56.101-192.168.56.102-53-45200-17,192.168.56.102,45200,192.168.56.101,53,17,04/02/2026 04:36:19 pm,58012492,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1893990004773454,853124.8823529412,35430.29348879812,874514.0,604333.0,57250844.0,854490.2089552239,33847.37710913206,874514.0,604333.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,544,8,1.1721613338037606,0.0172376666735847,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,68,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-16205-6,192.168.56.102,16205,192.168.56.101,80,6,04/02/2026 04:28:54 pm,45061761,29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764376496515528,1047947.9302325582,1931840.8232426103,9423685.0,55.0,44729457.0,1597480.6071428573,2214481.094662356,9423685.0,12025.0,44965233.0,3211802.3571428573,2891950.4258212894,9453429.0,1371.0,0,0,0,0,580,356,0.6435611781794325,0.3328764714721202,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29,0,15,0,-1,65535,0,0,11394307.0,12283728.895124964,20080215.0,2708399.0,7337558.0,2950229.096232698,9423685.0,5251431.0,DoS Attack
192.168.56.101-192.168.56.102-80-52008-6,192.168.56.102,52008,192.168.56.101,80,6,04/02/2026 04:28:54 pm,42169280,43,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7548319534979018,577661.3698630135,987440.6881778816,5958871.0,8.0,41492610.0,987919.2857142856,1181022.9027318994,5958871.0,39.0,40270711.0,1342357.033333334,1466775.2361747692,7429735.0,1210.0,0,0,0,0,860,740,1.019699648654186,0.7351323048437156,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43,0,31,0,-1,8192,0,0,10734713.0,0.0,10734713.0,10734713.0,5958871.0,0.0,5958871.0,5958871.0,DoS Attack
192.168.56.101-192.168.56.102-80-30262-6,192.168.56.102,30262,192.168.56.101,80,6,04/02/2026 04:16:28 pm,70133446,62,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4686288194080752,687582.8039215688,1113360.724936776,4527858.0,5.0,68454729.0,1122208.6721311472,1279462.2575994537,4527858.0,56.0,70092043.0,1752301.075,1221616.3244510326,4634953.0,414.0,0,0,0,0,1240,980,0.8840289980902977,0.5845998213177774,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,62,0,41,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-53668-6,192.168.56.102,53668,192.168.56.101,80,6,04/02/2026 03:49:13 pm,77242702,62,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.294620687919488,780229.3131313128,1302121.001617288,5697374.0,40.0,76926028.0,1261082.426229508,1474444.2252335222,5697374.0,113.0,73628123.0,1989949.27027027,1545855.2209430265,5775715.0,733.0,0,0,0,0,1240,908,0.8026648265100825,0.4919558614094054,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,62,0,38,0,-1,65535,0,0,31454624.0,36531993.02749304,57286644.0,5622604.0,5359094.5,478399.4567727894,5697374.0,5020815.0,DoS Attack
192.168.56.101-192.168.56.102-80-41829-6,192.168.56.102,41829,192.168.56.101,80,6,04/02/2026 04:28:55 pm,39242878,43,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7073161657511462,594589.0606060608,899212.1831223132,3820240.0,4.0,38345524.0,912988.6666666666,1003995.4731054214,3820240.0,62.0,39211528.0,1704849.0434782607,1448372.9347981066,5599325.0,161.0,0,0,0,0,860,572,1.0957402257805864,0.6115759399705598,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43,0,24,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-20000-17,192.168.56.102,20000,192.168.56.101,53,17,04/02/2026 04:36:18 pm,58011572,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1894178630429115,853111.3529411764,28096.925333335068,879784.0,730567.0,57251071.0,854493.5970149253,25874.875405971256,879784.0,730567.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,544,8,1.1721799229988112,0.0172379400441001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,68,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-32133-17,192.168.56.102,32133,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44795710,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831490113673833,861455.9615384614,15817.987000361032,886530.0,760292.0,43934021.0,861451.3921568629,15975.349121791887,886530.0,760292.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1608254451151685,0.0223235662522147,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-39530-6,192.168.56.102,39530,192.168.56.101,80,6,04/02/2026 04:28:55 pm,43498486,54,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9540909998568683,517839.1190476191,877712.3916924974,5015384.0,4.0,42638014.0,804490.8301886794,994795.1427305124,5015384.0,65.0,43388356.0,1446278.5333333334,1156335.019589754,5036018.0,346726.0,0,0,0,0,1080,740,1.2414225175561282,0.7126684823007403,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,54,0,31,0,-1,65535,0,0,38372873.0,0.0,38372873.0,38372873.0,5015384.0,0.0,5015384.0,5015384.0,DoS Attack
192.168.56.101-192.168.56.102-53-15061-17,192.168.56.102,15061,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44797263,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183107994789771,861485.826923077,11815.660526408989,883342.0,804299.0,43933954.0,861450.0784313726,11930.391763631496,883342.0,804299.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.160785202435247,0.0223227923545239,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-50273-6,192.168.56.102,50273,192.168.56.101,80,6,04/02/2026 04:16:30 pm,67796331,65,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5192562559174478,664669.9117647058,1022892.0836714328,4694798.0,6.0,67718545.0,1058102.2656250002,1140621.0929472584,4694798.0,88.0,67764240.0,1831465.9459459456,1542573.8271618378,6749944.0,833.0,0,0,0,0,1300,908,0.9587539479090692,0.5605023080083789,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,65,0,38,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-32027-17,192.168.56.102,32027,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44795809,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183146396574733,861457.8653846155,15933.381024248309,886515.0,759280.0,43934153.0,861453.9803921568,16091.901159888132,886515.0,759280.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1608228796582287,0.0223235169165043,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-38538-6,192.168.56.102,38538,192.168.56.101,80,6,04/02/2026 04:16:28 pm,67465840,43,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993095172312388,1022209.6969696968,1776775.7297575416,9111848.0,90.0,66457385.0,1582318.6904761903,2027957.003689824,9111848.0,1850.0,67388932.0,2929953.565217391,2862817.9058963414,10533418.0,212.0,0,0,0,0,860,572,0.6373595882004879,0.3557355841119002,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43,0,24,0,-1,8192,0,0,13602437.0,13028319.884738283,26374478.0,332134.0,7151476.0,1762398.4584982477,9111848.0,5698263.0,DoS Attack
192.168.56.101-192.168.56.102-80-44470-6,192.168.56.102,44470,192.168.56.101,80,6,04/02/2026 04:16:29 pm,68641190,56,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3548716157164526,746099.891304348,1333779.6301467186,9169750.0,42.0,67603025.0,1229145.9090909094,1584817.4521661536,9169750.0,17136.0,68556598.0,1904349.944444445,2174196.3580552824,9648215.0,1575.0,0,0,0,0,1120,884,0.8158366718292618,0.5390349438871908,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,0,37,0,-1,65535,0,0,33109262.0,0.0,33109262.0,33109262.0,9169750.0,0.0,9169750.0,9169750.0,DoS Attack
192.168.56.101-192.168.56.102-80-3998-6,192.168.56.102,3998,192.168.56.101,80,6,04/02/2026 03:49:12 pm,78018734,75,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6021792919633893,629183.3387096778,968559.8729093844,4667041.0,20.0,75915491.0,1025885.0135135136,1085992.257169912,4667041.0,68.0,78017608.0,1592196.0816326533,1303614.012609622,5267578.0,1340.0,0,0,0,0,1500,1196,0.9613075751780336,0.6408717167853557,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,75,0,50,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-40046-6,192.168.56.102,40046,192.168.56.101,80,6,04/02/2026 03:49:14 pm,78369947,65,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4291192515416655,706035.5585585587,1086186.4313057086,5653746.0,38.0,77328683.0,1208260.6718749998,1214409.3131268024,5653746.0,195.0,78344090.0,1703132.391304348,1489683.383681773,5774159.0,327.0,0,0,0,0,1300,1124,0.8293995656268596,0.5997196859148061,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,65,0,47,0,-1,65535,0,0,14027294.0,0.0,14027294.0,14027294.0,5653746.0,0.0,5653746.0,5653746.0,DoS Attack
